MATNR;COMNR
76490;66933
80467;66933
6932;66933
90782;66933
110113;66933
46916;66933
96973;66933
16716;66933
117778;66933
79192;66933
124938;66933
107191;66933
39283;66933
113137;66933
60720;66933
136633;66933
69093;66933
34634;66933
36987;66933
82115;66933
121372;66933
114003;66933
6580;66933
123000;66933
63258;66933
6432;66933
55776;66933
5072;66933
118252;66933
120359;66933
72586;66933
24480;66933
40037;66933
46857;66933
77403;66933
78025;66933
24835;66933
117618;66933
12369;66933
108294;66933
86875;66933
106864;66933
94400;66933
133375;66933
47324;66933
28685;66933
69339;66933
47770;66933
5423;66933
16808;66933
147204;66933
78174;66933
140089;66933
139523;66933
86722;66933
25018;66933
94817;66933
96648;66933
58892;66933
118656;66933
71189;66933
58712;66933
114565;66933
42786;66933
96295;66933
82366;66933
122996;66933
7595;66933
31769;66933
84589;66933
133631;66933
102952;66933
20706;66933
92615;66933
124421;66933
92450;66933
75121;66933
102390;66933
56230;66933
147048;66933
23058;66933
22627;66933
144217;66933
20619;66933
36405;66933
11832;66933
65385;66933
101462;66933
49890;66933
36336;66933
12787;66933
74396;66933
71080;66933
64781;66933
94906;66933
113688;66933
35670;66933
64694;66933
53185;66933
130158;66933
52342;66933
67636;66933
144001;66933
135388;66933
12204;66933
86442;66933
20215;66933
117049;66933
83936;66933
142395;66933
94586;66933
88417;66933
47481;66933
68972;66933
102746;66933
67361;66933
19393;66933
102054;66933
34727;66933
107035;66933
86413;66933
92534;66933
91563;66933
113960;66933
85618;66933
81665;66933
13708;66933
147120;66933
138416;66933
97356;66933
21822;66933
104526;66933
147526;66933
43040;66933
13858;66933
142545;66933
60471;66933
73711;66933
115932;66933
29937;66933
32475;66933
149667;66933
19379;66933
54846;66933
138167;66933
36072;66933
42065;66933
83806;66933
12811;66933
24771;66933
118496;66933
120030;66933
18650;66933
108722;66933
14749;66933
79943;66933
135122;66933
76902;66933
35430;66933
13265;66933
9140;66933
57053;66933
103900;66933
141524;66933
16913;66933
49621;66933
99358;66933
114956;66933
12093;66933
149160;66933
80611;66933
109149;66933
33571;66933
118081;66933
106090;66933
16494;66933
19890;66933
14119;66933
137864;66933
84185;66933
101614;66933
141589;66933
86113;66933
55586;66933
75295;66933
123859;66933
134467;66933
45383;66933
28098;66933
25126;66933
106240;66933
64051;66933
69010;66933
24530;66933
50476;66933
129084;66933
133886;66933
121807;66933
88131;66933
50205;66933
121176;66933
35642;66933
61007;66933
6837;66933
29012;66933
105215;66933
108347;66933
82217;66933
72843;66933
42245;66933
101321;66933
113982;66933
100567;66933
6697;66933
99582;66933
137591;66933
72520;66933
40286;66933
5614;66933
79511;66933
141123;66933
107806;66933
91690;66933
13441;66933
44567;66933
48172;66933
34624;66933
97529;66933
21375;66933
93840;66933
95740;66933
7942;66933
102997;66933
26960;66933
16800;66933
46082;66933
57492;66933
30215;66933
20907;66933
141479;66933
47045;66933
6234;66933
89049;66933
56018;66933
115228;66933
20086;66933
20218;66933
5087;66933
120846;66933
52690;66933
27040;66933
92778;66933
135875;66933
40802;66933
37848;66933
55538;66933
32791;66933
105941;66933
105162;66933
12576;66933
62621;66933
104475;66933
139215;66933
53270;66933
94735;66933
113569;66933
137932;66933
23223;66933
35258;66933
95463;66933
52199;66933
121403;66933
52591;66933
8628;66933
28699;66933
63237;66933
141835;66933
45298;66933
96050;66933
144513;66933
25086;66933
98079;66933
31490;66933
116876;66933
115883;66933
90469;66933
89931;66933
149442;66933
68318;66933
121038;66933
47775;66933
59383;66933
136345;66933
8340;66933
14367;66933
16114;66933
25988;66933
138400;66933
40432;66933
59165;66933
111582;66933
91212;66933
139867;66933
137406;66933
11020;66933
13516;66933
62523;66933
73295;66933
137760;66933
83970;66933
76743;66933
103002;66933
139418;66933
141192;66933
68501;66933
110734;66933
141630;66933
121001;66933
21876;66933
136015;66933
119592;66933
144614;66933
115999;66933
52670;66933
109136;66933
148552;66933
57219;66933
7281;66933
14014;66933
8283;66933
42866;66933
69605;66933
112040;66933
121704;66933
94795;66933
80323;66933
21450;66933
20031;66933
77436;66933
100253;66933
74512;66933
19856;66933
88963;66933
143927;66933
137189;66933
142615;66933
104300;66933
6232;66933
70398;66933
62278;66933
22193;66933
146636;66933
78508;66933
133110;66933
49213;66933
114764;66933
148883;66933
27070;66933
129603;66933
16141;66933
90944;66933
104277;66933
64824;66933
111236;66933
74421;66933
134577;66933
14427;66933
21815;66933
112796;66933
82911;66933
30753;66933
11871;66933
110308;66933
53471;66933
35049;66933
110508;66933
133054;66933
106078;66933
45081;66933
137080;66933
53782;66933
120632;66933
76532;66933
33413;66933
59537;66933
50344;66933
138870;66933
123256;66933
7016;66933
20264;66933
139622;66933
103136;66933
65637;66933
104528;66933
36838;66933
66412;66933
112964;66933
72343;66933
114454;66933
83841;66933
17885;66933
123049;66933
106398;66933
147979;66933
52797;66933
17346;66933
29240;66933
70584;66933
120886;66933
129293;66933
31429;66933
29385;66933
134661;66933
109632;66933
7435;66933
75519;66933
125790;66933
98728;66933
102571;66933
9211;66933
77226;66933
46726;66933
71758;66933
82031;66933
81853;66933
148917;66933
97540;66933
7153;66933
16010;66933
133006;66933
147452;66933
31708;66933
36047;66933
31592;66933
54206;66933
65509;66933
10403;66933
102957;66933
95938;66933
76488;66933
140756;66933
115833;66933
49286;66933
23249;66933
10322;66933
55229;66933
86804;66933
38814;66933
139105;66933
27959;66933
109048;66933
102092;66933
89271;66933
10962;66933
75202;66933
46634;66933
79954;66933
128902;66933
107803;66933
134270;66933
48363;66933
92630;66933
139632;66933
86699;66933
15513;66933
112897;66933
20465;66933
126790;66933
58475;66933
107004;66933
130131;66933
114473;66933
97306;66933
132346;66933
127457;66933
22035;66933
15528;66933
100976;66933
80687;66933
110229;66933
61955;66933
67746;66933
119171;66933
116817;66933
20267;66933
27038;66933
133240;66933
69163;66933
105795;66933
63442;66933
86560;66933
9522;66933
27369;66933
31401;66933
67076;66933
88261;66933
23198;66933
24543;66933
124739;66933
130006;66933
21602;66933
37299;66933
138260;66933
135187;66933
145034;66933
10527;66933
81462;66933
54959;66933
6848;66933
50479;66933
110862;66933
145225;66933
86266;66933
42432;66933
61038;66933
52150;66933
69382;66933
36600;66933
29705;66933
62189;66933
83444;66933
114098;66933
22811;66933
88335;66933
130348;66933
76452;66933
104308;66933
133545;66933
49741;66933
53652;66933
32787;66933
133939;66933
30974;66933
94200;66933
64814;66933
58535;66933
110018;66933
45192;66933
107841;66933
104792;66933
9662;66933
22127;66933
124058;66933
90299;66933
84519;66933
13913;66933
35123;66933
109362;66933
114775;66933
128935;66933
122434;66933
105459;66933
76358;66933
142657;66933
46034;66933
148034;66933
34119;66933
61717;66933
7008;66933
45341;66933
33232;66933
33391;66933
147156;66933
86288;66933
87226;66933
83124;66933
13119;66933
53098;66933
42056;66933
55163;66933
62927;66933
67070;66933
72326;66933
49805;66933
55408;66933
95384;66933
77812;66933
108205;66933
80402;66933
104794;66933
131052;66933
85264;66933
142552;66933
63142;66933
17381;66933
36994;66933
57233;66933
54937;66933
103224;66933
129918;66933
15698;66933
13213;66933
51103;66933
10604;66933
80952;66933
17813;66933
39166;66933
146784;66933
41869;66933
94968;66933
92682;66933
13620;66933
43546;66933
38351;66933
138769;66933
149832;66933
124981;66933
128890;66933
102358;66933
79017;66933
81997;66933
72228;66933
26388;66933
94798;66933
106404;66933
99108;66933
62248;66933
102761;66933
143220;66933
138622;66933
126477;66933
133794;66933
95839;66933
23936;66933
111339;66933
138017;66933
16468;66933
118276;66933
20172;66933
143604;66933
80804;66933
53131;66933
137203;66933
90056;66933
45639;66933
130834;66933
90699;66933
147158;66933
29864;66933
118795;66933
89273;66933
7275;66933
6143;66933
9223;66933
133258;66933
86478;66933
44986;66933
70522;66933
19256;66933
90848;66933
41483;66933
145780;66933
86507;66933
68684;66933
27467;66933
95570;66933
127787;66933
42556;66933
17404;66933
76517;66933
133278;66933
26285;66933
121402;66933
84569;66933
109103;66933
33486;66933
21951;66933
145544;66933
12302;66933
147792;66933
109676;66933
92998;66933
24497;66933
49030;66933
116404;66933
112945;66933
12216;66933
28825;66933
141837;66933
47106;66933
59184;66933
100691;66933
59240;66933
111730;66933
125545;66933
118071;66933
135125;66933
46959;66933
132156;66933
88580;66933
17010;66933
55513;66933
91947;66933
89109;66933
36011;66933
70213;66933
127973;66933
93257;66933
107227;66933
28993;66933
94930;66933
142939;66933
114147;66933
22524;66933
111736;66933
73070;66933
40698;66933
52737;66933
65714;66933
77973;66933
99356;66933
61306;66933
122608;66933
135171;66933
127646;66933
18527;66933
104979;66933
20497;66933
120609;66933
63984;66933
73443;66933
85526;66933
109727;66933
102611;66933
141878;66933
15154;66933
119906;66933
122361;66933
18998;66933
115951;66933
61679;66933
75177;66933
31498;66933
138006;66933
147316;66933
117331;66933
138225;66933
119257;66933
105693;66933
123305;66933
8571;66933
89343;66933
33428;66933
144961;66933
110115;66933
95279;66933
112828;66933
81952;66933
127058;66933
94037;66933
73849;66933
99058;66933
76795;66933
70138;66933
124081;66933
104714;66933
133492;66933
15342;66933
37510;66933
143438;66933
143547;66933
11655;66933
77608;66933
91123;66933
16102;66933
62758;66933
141351;66933
53225;66933
56527;66933
61027;66933
26706;66933
35712;66933
112355;66933
6212;66933
72608;66933
54557;66933
94987;66933
9891;66933
90226;66933
104364;66933
45902;66933
100859;66933
58063;66933
47891;66933
72004;66933
55144;66933
62912;66933
75890;66933
123589;66933
16736;66933
18155;66933
139026;66933
28496;66933
21058;66933
105991;66933
79960;66933
119344;66933
148702;66933
111575;66933
19862;66933
46153;66933
8873;66933
63435;66933
106064;66933
38698;66933
70187;66933
63655;66933
20524;66933
54208;66933
104477;66933
135394;66933
22472;66933
34513;66933
111345;66933
121125;66933
92264;66933
29760;66933
94995;66933
128292;66933
143807;66933
107520;66933
115771;66933
110628;66933
107154;66933
131170;66933
30957;66933
56233;66933
32635;66933
21295;66933
132810;66933
81171;66933
117686;66933
44085;66933
51134;66933
81483;66933
23961;66933
45346;66933
94451;66933
67405;66933
51067;66933
15203;66933
91970;66933
145108;66933
26532;66933
13491;66933
66133;66933
31502;66933
52206;66933
39779;66933
86499;66933
90243;66933
43150;66933
77654;66933
128603;66933
142243;66933
7543;66933
43873;66933
56521;66933
132521;66933
132545;66933
54596;66933
23639;66933
67605;66933
39324;66933
87969;66933
119885;66933
75755;66933
41423;66933
18566;66933
45245;66933
38705;66933
143980;66933
94552;66933
141289;66933
70694;66933
119603;66933
148638;66933
71559;66933
31445;66933
95355;66933
30371;66933
106221;66933
20009;66933
76172;66933
81197;66933
79813;66933
71005;66933
146975;66933
15777;66933
115843;66933
18458;66933
124854;66933
75955;66933
12643;66933
141618;66933
65923;66933
65860;66933
11861;66933
88530;66933
45511;66933
46865;66933
24868;66933
109379;66933
18686;66933
142949;66933
70424;66933
40360;66933
61750;66933
87514;66933
66267;66933
91242;66933
102903;66933
132915;66933
28295;66933
146958;66933
5995;66933
11651;66933
140155;66933
34251;66933
122160;66933
72407;66933
15824;66933
118814;66933
106950;66933
36137;66933
48979;66933
30672;66933
69656;66933
71413;66933
126536;66933
60602;66933
125629;66933
134127;66933
32369;66933
85161;66933
11548;66933
105064;66933
69609;66933
141408;66933
110489;66933
104770;66933
72437;66933
56896;66933
40457;66933
44482;66933
28397;66933
27658;66933
6327;66933
87029;66933
30845;66933
67110;66933
120804;66933
127473;66933
102490;66933
76823;66933
107293;66933
60479;66933
57868;66933
87388;66933
44744;66933
139260;66933
92991;66933
130476;66933
19489;66933
66743;66933
47685;66933
49790;66933
91875;66933
85558;66933
60053;66933
79173;66933
148760;66933
38143;66933
10821;66933
15134;66933
142599;66933
45907;66933
38836;66933
80619;66933
45594;66933
96213;66933
131669;66933
39644;66933
115149;66933
84134;66933
12725;66933
16528;66933
100146;66933
115293;66933
75885;66933
139172;66933
25164;66933
76165;66933
61826;66933
19830;66933
131141;66933
90550;66933
31779;66933
35646;66933
117051;66933
39736;66933
121994;66933
125422;66933
44079;66933
15782;66933
92793;66933
19519;66933
141596;66933
103299;66933
49816;66933
53978;66933
38155;66933
106347;66933
23939;66933
66222;66933
40434;66933
90506;66933
5074;66933
144490;66933
52268;66933
29795;66933
144084;66933
105021;66933
30726;66933
32008;66933
85104;66933
77931;66933
144011;66933
79083;66933
108987;66933
83733;66933
18387;66933
122925;66933
99422;66933
84682;66933
21078;66933
116355;66933
11767;66933
55013;66933
46060;66933
96908;66933
104887;66933
35469;66933
112665;66933
117269;66933
7535;66933
34215;66933
149027;66933
56681;66933
13451;66933
140527;66933
83447;66933
32218;66933
131399;66933
38316;66933
92118;66933
64499;66933
15341;66933
143758;66933
90654;66933
36845;66933
134851;66933
149172;66933
129074;66933
141317;66933
21530;66933
61962;66933
109016;66933
148105;66933
57330;66933
37304;66933
108118;66933
91231;66933
17832;66933
30391;66933
129025;66933
140468;66933
140686;66933
119141;66933
17740;66933
53195;66933
82310;66933
95744;66933
12365;66933
133677;66933
82298;66933
132608;66933
118505;66933
72083;66933
42120;66933
51275;66933
83722;66933
46061;66933
111668;66933
131189;66933
23219;66933
88194;66933
79384;66933
109546;66933
75322;66933
48682;66933
90778;66933
57015;66933
138299;66933
32190;66933
25176;66933
86895;66933
9452;66933
121150;66933
21776;66933
13567;66933
139001;66933
102060;66933
127105;66933
109381;66933
97323;66933
83268;66933
41081;66933
95376;66933
67652;66933
140438;66933
48850;66933
78066;66933
95048;66933
119048;66933
115012;66933
32539;66933
72383;66933
139463;66933
59985;66933
126953;66933
132034;66933
84852;66933
86811;66933
26731;66933
111266;66933
46664;66933
25915;66933
125931;66933
129810;66933
30624;66933
19869;66933
42288;66933
121805;66933
106252;66933
21334;66933
119749;66933
47791;66933
69811;66933
103631;66933
103554;66933
27394;66933
64130;66933
113345;66933
95957;66933
51715;66933
39832;66933
96256;66933
134575;66933
19352;66933
87991;66933
142910;66933
45898;66933
117061;66933
78993;66933
86071;66933
149024;66933
101826;66933
92321;66933
139087;66933
9514;66933
121896;66933
52631;66933
102372;66933
86146;66933
44267;66933
58644;66933
108833;66933
73662;66933
96780;66933
107598;66933
118041;66933
32708;66933
88818;66933
26841;66933
57870;66933
132352;66933
8536;66933
27446;66933
58907;66933
34492;66933
52696;66933
74234;66933
139185;66933
109855;66933
101492;66933
31356;66933
88926;66933
109228;66933
25733;66933
107993;66933
30602;66933
120504;66933
86368;66933
28829;66933
67164;66933
36720;66933
36793;66933
141784;66933
116959;66933
9357;66933
95614;66933
66299;66933
57708;66933
31834;66933
47696;66933
35179;66933
91360;66933
8838;66933
44905;66933
115495;66933
72959;66933
70097;66933
69582;66933
109610;66933
54986;66933
99421;66933
33741;66933
18778;66933
88427;66933
86281;66933
132590;66933
95489;66933
64532;66933
41863;66933
47090;66933
73406;66933
99406;66933
73745;66933
21317;66933
134204;66933
46319;66933
94414;66933
100593;66933
48414;66933
5567;66933
36486;66933
117017;66933
51567;66933
7393;66933
7309;66933
119955;66933
5578;66933
75494;66933
49245;66933
47788;66933
6538;66933
137697;66933
14019;66933
43657;66933
7795;66933
18255;66933
108823;66933
148959;66933
141527;66933
10118;66933
94167;66933
19069;66933
32339;66933
78306;66933
122450;66933
57647;66933
80502;66933
74648;66933
127321;66933
72435;66933
47319;66933
136509;66933
116385;66933
76258;66933
138753;66933
58794;66933
104556;66933
99731;66933
92495;66933
44674;66933
46268;66933
110937;66933
84874;66933
71616;66933
21981;66933
134683;66933
51607;66933
24793;66933
118582;66933
116310;66933
45789;66933
146756;66933
90994;66933
32441;66933
97526;66933
74621;66933
145013;66933
107301;66933
50539;66933
28524;66933
108575;66933
27047;66933
140253;66933
86500;66933
59860;66933
119494;66933
130962;66933
52739;66933
116002;66933
125957;66933
114355;66933
76094;66933
43574;66933
5511;66933
9166;66933
36295;66933
130543;66933
123628;66933
42513;66933
95275;66933
28627;66933
114663;66933
127811;66933
104307;66933
145710;66933
46659;66933
145316;66933
73901;66933
106283;66933
95322;66933
15135;66933
53808;66933
134520;66933
8061;66933
43670;66933
50123;66933
105892;66933
67788;66933
21680;66933
88024;66933
73362;66933
28264;66933
49431;66933
129692;66933
19704;66933
19299;66933
11577;66933
33982;66933
60892;66933
5159;66933
73991;66933
85782;66933
77961;66933
132387;66933
57454;66933
10394;66933
108141;66933
111176;66933
141027;66933
67627;66933
115055;66933
53519;66933
66619;66933
79967;66933
135151;66933
127364;66933
34121;66933
57477;66933
21232;66933
106771;66933
121293;66933
32193;66933
48186;66933
31828;66933
18542;66933
84233;66933
114422;66933
33339;66933
94891;66933
30278;66933
125120;66933
34011;66933
82091;66933
122290;66933
113360;66933
58820;66933
44448;66933
55297;66933
11224;66933
76000;66933
39181;66933
94732;66933
34490;66933
27103;66933
33513;66933
140291;66933
30256;66933
95314;66933
43786;66933
145207;66933
96022;66933
25110;66933
40655;66933
59211;66933
111099;66933
93269;66933
86484;66933
51556;66933
28707;66933
148067;66933
101651;66933
27798;66933
67816;66933
47935;66933
39122;66933
108888;66933
94529;66933
78037;66933
102841;66933
52057;66933
79851;66933
110952;66933
87543;66933
56255;66933
87643;66933
84396;66933
142403;66933
18587;66933
104877;66933
102224;66933
119679;66933
10297;66933
93414;66933
68365;66933
86582;66933
127551;66933
56223;66933
126179;66933
26343;66933
121290;66933
41555;66933
91174;66933
106313;66933
85030;66933
139095;66933
24733;66933
99957;66933
117576;66933
63837;66933
53957;66933
92383;66933
73521;66933
117594;66933
56785;66933
102400;66933
10367;66933
76349;66933
122860;66933
123816;66933
67398;66933
14371;66933
89250;66933
109903;66933
23423;66933
49371;66933
68415;66933
131957;66933
142558;66933
96310;66933
119418;66933
63024;66933
41289;66933
42347;66933
55826;66933
119198;66933
42803;66933
124082;66933
137178;66933
16527;66933
134790;66933
69647;66933
80445;66933
110677;66933
113010;66933
36043;66933
49187;66933
26633;66933
130480;66933
50430;66933
106538;66933
7808;66933
86927;66933
69073;66933
55704;66933
93822;66933
138185;66933
74559;66933
112053;66933
77634;66933
15322;66933
89579;66933
54813;66933
147880;66933
36704;66933
19310;66933
86072;66933
101302;66933
142863;66933
120128;66933
86304;66933
124500;66933
45797;66933
44378;66933
59830;66933
79868;66933
25848;66933
122467;66933
81921;66933
89457;66933
79320;66933
96938;66933
23129;66933
22891;66933
138300;66933
113424;66933
25288;66933
64692;66933
122527;66933
114397;66933
95191;66933
19858;66933
139730;66933
25373;66933
7164;66933
31855;66933
141767;66933
6418;66933
91419;66933
69080;66933
62811;66933
132040;66933
61989;66933
96291;66933
128025;66933
7284;66933
135561;66933
28808;66933
62851;66933
48524;66933
20165;66933
85374;66933
113475;66933
47567;66933
9995;66933
20202;66933
48800;66933
81608;66933
35930;66933
59535;66933
145913;66933
120806;66933
12107;66933
120384;66933
68017;66933
20097;66933
54485;66933
30935;66933
49562;66933
123675;66933
132976;66933
114195;66933
82313;66933
41294;66933
13430;66933
149880;66933
10321;66933
103711;66933
58404;66933
149971;66933
22446;66933
93817;66933
88320;66933
48606;66933
62836;66933
28890;66933
37260;66933
131883;66933
37662;66933
83684;66933
119313;66933
22207;66933
145876;66933
101494;66933
93319;66933
34388;66933
112373;66933
116656;66933
103641;66933
22676;66933
17546;66933
12351;66933
91073;66933
92430;66933
111294;66933
148313;66933
75150;66933
146414;66933
127333;66933
107415;66933
148270;66933
30978;66933
112392;66933
95647;66933
142374;66933
115647;66933
129618;66933
43413;66933
14700;66933
125184;66933
36632;66933
24155;66933
124431;66933
115974;66933
110184;66933
83473;66933
34832;66933
125017;66933
136619;66933
71415;66933
113429;66933
146291;66933
23003;66933
33987;66933
102909;66933
142082;66933
8663;66933
60745;66933
73492;66933
72203;66933
104621;66933
67894;66933
102480;66933
130462;66933
26849;66933
77038;66933
95564;66933
97211;66933
81267;66933
6886;66933
48826;66933
106785;66933
112388;66933
33646;66933
136521;66933
103716;66933
87683;66933
6067;66933
122690;66933
136812;66933
122141;66933
103460;66933
24422;66933
72769;66933
8746;66933
148350;66933
131345;66933
121366;66933
130942;66933
50868;66933
22888;66933
100258;66933
13658;66933
50675;66933
54712;66933
149011;66933
117782;66933
119428;66933
74477;66933
21256;66933
42090;66933
61716;66933
114133;66933
17447;66933
119208;66933
72265;66933
61234;66933
20931;66933
96820;66933
61609;66933
23474;66933
69404;66933
133193;66933
16198;66933
7643;66933
43862;66933
130150;66933
99811;66933
51335;66933
36066;66933
79872;66933
95022;66933
18790;66933
66748;66933
148972;66933
38940;66933
100309;66933
22991;66933
16096;66933
19640;66933
93230;66933
102797;66933
59108;66933
92636;66933
50514;66933
32310;66933
21754;66933
71588;66933
142205;66933
27802;66933
32533;66933
23337;66933
80333;66933
91677;66933
35665;66933
40738;66933
96451;66933
86118;66933
87149;66933
104632;66933
20022;66933
87429;66933
8780;66933
127059;66933
73995;66933
45470;66933
28478;66933
117298;66933
133802;66933
9221;66933
147601;66933
95006;66933
131541;66933
105128;66933
94102;66933
21090;66933
7137;66933
118555;66933
80253;66933
148560;66933
119449;66933
87384;66933
97674;66933
34078;66933
76731;66933
28387;66933
83391;66933
19245;66933
36128;66933
61123;66933
58531;66933
28719;66933
7960;66933
46676;66933
21284;66933
70507;66933
52142;66933
52215;66933
141549;66933
75934;66933
111444;66933
81574;66933
143365;66933
84946;66933
46405;66933
93399;66933
98314;66933
121203;66933
77255;66933
128591;66933
123795;66933
120286;66933
54067;66933
125076;66933
125940;66933
66482;66933
29335;66933
76027;66933
80269;66933
23617;66933
31983;66933
95796;66933
133606;66933
82389;66933
144791;66933
143987;66933
18345;66933
71943;66933
74066;66933
98563;66933
78828;66933
38013;66933
112808;66933
72273;66933
5311;66933
144086;66933
20671;66933
143145;66933
80448;66933
45456;66933
68975;66933
50594;66933
81250;66933
133902;66933
11992;66933
121215;66933
59616;66933
81001;66933
54342;66933
35279;66933
76208;66933
109187;66933
90476;66933
15732;66933
140747;66933
108758;66933
37736;66933
33700;66933
135709;66933
126654;66933
137136;66933
147926;66933
26788;66933
147207;66933
34949;66933
83164;66933
146794;66933
26413;66933
76637;66933
38540;66933
54809;66933
137430;66933
65100;66933
94436;66933
119015;66933
113171;66933
56377;66933
90376;66933
40848;66933
7027;66933
31420;66933
52598;66933
76001;66933
76393;66933
22571;66933
112045;66933
111014;66933
51994;66933
140692;66933
147546;66933
34463;66933
145084;66933
146527;66933
25370;66933
137707;66933
90187;66933
57313;66933
118736;66933
144164;66933
33128;66933
45196;66933
103699;66933
63511;66933
74962;66933
85294;66933
132493;66933
33791;66933
71004;66933
74700;66933
11672;66933
127214;66933
11421;66933
16414;66933
64907;66933
109818;66933
98969;66933
90263;66933
93989;66933
18027;66933
115282;66933
74619;66933
24338;66933
140868;66933
78531;66933
88877;66933
10494;66933
68861;66933
38483;66933
74782;66933
62536;66933
80797;66933
100303;66933
99026;66933
21024;66933
22834;66933
145923;66933
33305;66933
44771;66933
94443;66933
135237;66933
41746;66933
20858;66933
141065;66933
81392;66933
138682;66933
14562;66933
130923;66933
88551;66933
12020;66933
63231;66933
86139;66933
78386;66933
91112;66933
50707;66933
62167;66933
6900;66933
74252;66933
51355;66933
127563;66933
5644;66933
48622;66933
70094;66933
84321;66933
130550;66933
57655;66933
58022;66933
47955;66933
8784;66933
55449;66933
73390;66933
105196;66933
10593;66933
108039;66933
8097;66933
101514;66933
20129;66933
7880;66933
138083;66933
39789;66933
64442;66933
30639;66933
136082;66933
100058;66933
144619;66933
26954;66933
69563;66933
106220;66933
27598;66933
128738;66933
76793;66933
85873;66933
106155;66933
15366;66933
77514;66933
67304;66933
95705;66933
98779;66933
5229;66933
135336;66933
19339;66933
48288;66933
33996;66933
131346;66933
54242;66933
11190;66933
20098;66933
98677;66933
76930;66933
133587;66933
61064;66933
17951;66933
96903;66933
72592;66933
104922;66933
54366;66933
115778;66933
122831;66933
78738;66933
82330;66933
108469;66933
95745;66933
111094;66933
62747;66933
18359;66933
79316;66933
17818;66933
61339;66933
73557;66933
138980;66933
128263;66933
83424;66933
142004;66933
147236;66933
29640;66933
88374;66933
58328;66933
88681;66933
122721;66933
58980;66933
113949;66933
89206;66933
99448;66933
59394;66933
30353;66933
92112;66933
54246;66933
62729;66933
85540;66933
133173;66933
66976;66933
68260;66933
115237;66933
82975;66933
22087;66933
132388;66933
141689;66933
83765;66933
13257;66933
60664;66933
31400;66933
133506;66933
143655;66933
69469;66933
39590;66933
127911;66933
92587;66933
33086;66933
109968;66933
74455;66933
75725;66933
145471;66933
27023;66933
51120;66933
119185;66933
149447;66933
18087;66933
123554;66933
25661;66933
121981;66933
120211;66933
62488;66933
137199;66933
77578;66933
119238;66933
29609;66933
88465;66933
105488;66933
82744;66933
19672;66933
148545;66933
22044;66933
90232;66933
13458;66933
38579;66933
36497;66933
55592;66933
30000;66933
81609;66933
136974;66933
51123;66933
26549;66933
110643;66933
119825;66933
126104;66933
31712;66933
5173;66933
119484;66933
146381;66933
46714;66933
14772;66933
115581;66933
59863;66933
148481;66933
129980;66933
31059;66933
78538;66933
49783;66933
135405;66933
26096;66933
80947;66933
36566;66933
25541;66933
10018;66933
70916;66933
116575;66933
19545;66933
72715;66933
116010;66933
28606;66933
127249;66933
45305;66933
137592;66933
69758;66933
121160;66933
86255;66933
75961;66933
21237;66933
144375;66933
15381;66933
10430;66933
75194;66933
28273;66933
58983;66933
114116;66933
80390;66933
55055;66933
114877;66933
90107;66933
78902;66933
111891;66933
141789;66933
60101;66933
121251;66933
115919;66933
105850;66933
45475;66933
13408;66933
37442;66933
96151;66933
98394;66933
50973;66933
115077;66933
70794;66933
122486;66933
104031;66933
28212;66933
22835;66933
36131;66933
124920;66933
142794;66933
71742;66933
59109;66933
9895;66933
19368;66933
146920;66933
149664;66933
19129;66933
118557;66933
24352;66933
7609;66933
22838;66933
145260;66933
58847;66933
8009;66933
32399;66933
64970;66933
113112;66933
54850;66933
87748;66933
70048;66933
6720;66933
67336;66933
134325;66933
71222;66933
106167;66933
55651;66933
118476;66933
25548;66933
51961;66933
145273;66933
133909;66933
137887;66933
22088;66933
117693;66933
115994;66933
120736;66933
65094;66933
77889;66933
100838;66933
131779;66933
118560;66933
32482;66933
60083;66933
82082;66933
65194;66933
11479;66933
67935;66933
116391;66933
70864;66933
146796;66933
90983;66933
57603;66933
66500;66933
30386;66933
24501;66933
122724;66933
57480;66933
67153;66933
87810;66933
109657;66933
117484;66933
141279;66933
83542;66933
78191;66933
51525;66933
82832;66933
85681;66933
88505;66933
131198;66933
72347;66933
80744;66933
107184;66933
123423;66933
14189;66933
126986;66933
68666;66933
88105;66933
111363;66933
36100;66933
7033;66933
34932;66933
113656;66933
18438;66933
59652;66933
25517;66933
59678;66933
96671;66933
100804;66933
9946;66933
54860;66933
35119;66933
70565;66933
38731;66933
83986;66933
136050;66933
144046;66933
118372;66933
31850;66933
72650;66933
146203;66933
107051;66933
50027;66933
84448;66933
116359;66933
67673;66933
132413;66933
60517;66933
136097;66933
93611;66933
98774;66933
63172;66933
12926;66933
108734;66933
15741;66933
85009;66933
132129;66933
101628;66933
139949;66933
97033;66933
14067;66933
108959;66933
111235;66933
133957;66933
136980;66933
23368;66933
79518;66933
19782;66933
38915;66933
9400;66933
16297;66933
99305;66933
116479;66933
148562;66933
59345;66933
113774;66933
57226;66933
110902;66933
109050;66933
41737;66933
18757;66933
38523;66933
46531;66933
38580;66933
19444;66933
140615;66933
100725;66933
65061;66933
19785;66933
131652;66933
20914;66933
121132;66933
130343;66933
34760;66933
65852;66933
132401;66933
88696;66933
73871;66933
139948;66933
69088;66933
37750;66933
111287;66933
86464;66933
18374;66933
114120;66933
74002;66933
9528;66933
89147;66933
38945;66933
80149;66933
99455;66933
99862;66933
84080;66933
92082;66933
101307;66933
100962;66933
45882;66933
32945;66933
27234;66933
10560;66933
63276;66933
104453;66933
77390;66933
30177;66933
101372;66933
91847;66933
62116;66933
